,state,action,reward,new_state,terminal
355,"(0.3745102286338806, -0.10078981518745422, -0.005120082292705774, -0.006274890899658204, 0.009081077575683594, 3.4615397453308105e-05, 1.96810781955719, -0.09273102134466171)","[0, -1]",-2.6929973257299973,"(0.2304615080356598, -0.05113888159394264, -0.0035797003656625748, -0.014404872059822084, 0.0049650933593511585, 0.00015403819270431995, 1.96810781955719, -0.09971234202384949)",False
356,"(0.2304615080356598, -0.05113888159394264, -0.0035797003656625748, -0.014404872059822084, 0.0049650933593511585, 0.00015403819270431995, 1.96810781955719, -0.09971234202384949)","[1, -1]",-2.672434266674443,"(0.07862941175699234, -0.06104271113872528, -0.0018279844662174582, -0.015183209627866746, -0.000990382954478264, 0.00017517158994451165, 2.068107843399048, -0.10669366270303726)",False
357,"(0.07862941175699234, -0.06104271113872528, -0.0018279844662174582, -0.015183209627866746, -0.000990382954478264, 0.00017517158994451165, 2.068107843399048, -0.10669366270303726)","[0, 1]",-2.6999733477349004,"(-0.000990308471955359, -0.11677352339029312, -0.0009792465716600418, -0.00796197202289477, -0.005573081225156784, 8.487378945574165e-05, 2.068107843399048, -0.09971234202384949)",False
358,"(-0.000990308471955359, -0.11677352339029312, -0.0009792465716600418, -0.00796197202289477, -0.005573081225156784, 8.487378945574165e-05, 2.068107843399048, -0.09971234202384949)","[0, 0]",-2.535997698767689,"(0.025265732780098915, -0.18135972321033478, -0.0015374744543805718, 0.0026256041252054278, -0.006458619982004166, -5.582278827205301e-05, 2.068107843399048, -0.09971234202384949)",False
359,"(0.025265732780098915, -0.18135972321033478, -0.0015374744543805718, 0.0026256041252054278, -0.006458619982004166, -5.582278827205301e-05, 2.068107843399048, -0.09971234202384949)","[1, 1]",-2.5160511607586584,"(0.12884080410003662, -0.22190618515014648, -0.0031414031982421875, 0.010357507131993772, -0.004054646193981171, -0.00016039287438616157, 2.168107748031616, -0.09273102134466171)",False
360,"(0.12884080410003662, -0.22190618515014648, -0.0031414031982421875, 0.010357507131993772, -0.004054646193981171, -0.00016039287438616157, 2.168107748031616, -0.09273102134466171)","[-1, 0]",-2.6015195168897387,"(0.25482502579689026, -0.23091700673103333, -0.005033247172832489, 0.012598422169685364, -0.0009010821580886842, -0.00018918439745903016, 2.068107843399048, -0.09273102134466171)",False
361,"(0.25482502579689026, -0.23091700673103333, -0.005033247172832489, 0.012598422169685364, -0.0009010821580886842, -0.00018918439745903016, 2.068107843399048, -0.09273102134466171)","[1, 1]",-2.6086234238017205,"(0.37438637018203735, -0.22233715653419495, -0.006789383012801409, 0.01195613443851471, 0.0008579850196838379, -0.000175613583996892, 2.168107748031616, -0.08574970066547394)",False
362,"(0.37438637018203735, -0.22233715653419495, -0.006789383012801409, 0.01195613443851471, 0.0008579850196838379, -0.000175613583996892, 2.168107748031616, -0.08574970066547394)","[1, -1]",-2.7466885039997506,"(0.5028053522109985, -0.20794294774532318, -0.008600818924605846, 0.01284189820289612, 0.0014394208788871766, -0.00018114359118044377, 2.2681076526641846, -0.09273102134466171)",False
363,"(0.5028053522109985, -0.20794294774532318, -0.008600818924605846, 0.01284189820289612, 0.0014394208788871766, -0.00018114359118044377, 2.2681076526641846, -0.09273102134466171)","[0, 0]",-2.999403497106641,"(0.6678184866905212, -0.17883433401584625, -0.01085976604372263, 0.016501313447952273, 0.002910861372947693, -0.00022589471191167832, 2.2681076526641846, -0.09273102134466171)",False
364,"(0.6678184866905212, -0.17883433401584625, -0.01085976604372263, 0.016501313447952273, 0.002910861372947693, -0.00022589471191167832, 2.2681076526641846, -0.09273102134466171)","[0, -1]",-3.148103731083179,"(0.8627605438232422, -0.11052864044904709, -0.013505300506949425, 0.019494205713272095, 0.006830569356679916, -0.00026455344632267955, 2.2681076526641846, -0.09971234202384949)",False
365,"(0.8627605438232422, -0.11052864044904709, -0.013505300506949425, 0.019494205713272095, 0.006830569356679916, -0.00026455344632267955, 2.2681076526641846, -0.09971234202384949)","[0, -1]",-3.3931947027350975,"(1.0318171977996826, 0.014009924605488777, -0.015789803117513657, 0.016905665397644043, 0.012453856505453588, -0.0002284502610564232, 2.2681076526641846, -0.10669366270303726)",False
366,"(1.0318171977996826, 0.014009924605488777, -0.015789803117513657, 0.016905665397644043, 0.012453856505453588, -0.0002284502610564232, 2.2681076526641846, -0.10669366270303726)","[0, 1]",-3.6529069956950657,"(1.100600004196167, 0.18569667637348175, -0.016677815467119217, 0.006878280639648438, 0.0171686751767993, -8.880123496055604e-05, 2.2681076526641846, -0.09971234202384949)",False
367,"(1.100600004196167, 0.18569667637348175, -0.016677815467119217, 0.006878280639648438, 0.0171686751767993, -8.880123496055604e-05, 2.2681076526641846, -0.09971234202384949)","[0, 0]",-3.7490304497596476,"(1.0227200984954834, 0.3709918260574341, -0.01549244299530983, -0.0077879905700683595, 0.018529514968395232, 0.00011853724718093873, 2.2681076526641846, -0.09971234202384949)",False
368,"(1.0227200984954834, 0.3709918260574341, -0.01549244299530983, -0.0077879905700683595, 0.018529514968395232, 0.00011853724718093873, 2.2681076526641846, -0.09971234202384949)","[-1, -1]",-3.8000104932656225,"(0.8038206696510315, 0.5300976634025574, -0.012271265499293804, -0.021889942884445193, 0.01591058373451233, 0.0003221177496016026, 2.168107748031616, -0.10669366270303726)",False
369,"(0.8038206696510315, 0.5300976634025574, -0.012271265499293804, -0.021889942884445193, 0.01591058373451233, 0.0003221177496016026, 2.168107748031616, -0.10669366270303726)","[1, -1]",-3.7233137819624833,"(0.4905530512332916, 0.635528564453125, -0.007637718226760626, -0.031326761841773985, 0.010543090105056763, 0.00046335472725331787, 2.2681076526641846, -0.11367498338222504)",False
370,"(0.4905530512332916, 0.635528564453125, -0.007637718226760626, -0.031326761841773985, 0.010543090105056763, 0.00046335472725331787, 2.2681076526641846, -0.11367498338222504)","[1, 0]",-3.722584430085411,"(0.14120367169380188, 0.6790777444839478, -0.0024034022353589535, -0.034934937953948975, 0.004354918003082276, 0.0005234315991401673, 2.368107557296753, -0.11367498338222504)",False
371,"(0.14120367169380188, 0.6790777444839478, -0.0024034022353589535, -0.034934937953948975, 0.004354918003082276, 0.0005234315991401673, 2.368107557296753, -0.11367498338222504)","[0, 1]",-3.5805156614338185,"(-0.19872097671031952, 0.6670629978179932, 0.0027763857506215572, -0.03399246484041214, -0.001201474666595459, 0.0005179787985980511, 2.368107557296753, -0.10669366270303726)",False
372,"(-0.19872097671031952, 0.6670629978179932, 0.0027763857506215572, -0.03399246484041214, -0.001201474666595459, 0.0005179787985980511, 2.368107557296753, -0.10669366270303726)","[0, -1]",-3.2477437664232713,"(-0.5046833753585815, 0.610745370388031, 0.007529132068157196, -0.030596239864826204, -0.005631762742996216, 0.0004752746317535639, 2.368107557296753, -0.11367498338222504)",False
373,"(-0.5046833753585815, 0.610745370388031, 0.007529132068157196, -0.030596239864826204, -0.005631762742996216, 0.0004752746317535639, 2.368107557296753, -0.11367498338222504)","[1, -1]",-3.076308851570589,"(-0.7663196921348572, 0.5185587406158447, 0.011682089418172836, -0.026163631677627565, -0.009218662977218628, 0.00041529573500156405, 2.4681074619293213, -0.12065630406141281)",False
374,"(-0.7663196921348572, 0.5185587406158447, 0.011682089418172836, -0.026163631677627565, -0.009218662977218628, 0.00041529573500156405, 2.4681074619293213, -0.12065630406141281)","[-1, 0]",-2.9810373993885224,"(-0.9729113578796387, 0.39431944489479065, 0.015064606443047523, -0.020659166574478152, -0.012423929572105408, 0.0003382517024874687, 2.368107557296753, -0.12065630406141281)",False
375,"(-0.9729113578796387, 0.39431944489479065, 0.015064606443047523, -0.020659166574478152, -0.012423929572105408, 0.0003382517024874687, 2.368107557296753, -0.12065630406141281)","[0, 0]",-2.6747085062346603,"(-1.1026979684829712, 0.24284113943576813, 0.017353976145386696, -0.012978661060333253, -0.015147830545902253, 0.00022893697023391725, 2.368107557296753, -0.12065630406141281)",False
376,"(-1.1026979684829712, 0.24284113943576813, 0.017353976145386696, -0.012978661060333253, -0.015147830545902253, 0.00022893697023391725, 2.368107557296753, -0.12065630406141281)","[0, 1]",-2.46173190902751,"(-1.129027009010315, 0.07897073030471802, 0.01814964972436428, -0.002632904052734375, -0.01638704091310501, 7.956735789775849e-05, 2.368107557296753, -0.11367498338222504)",False
377,"(-1.129027009010315, 0.07897073030471802, 0.01814964972436428, -0.002632904052734375, -0.01638704091310501, 7.956735789775849e-05, 2.368107557296753, -0.11367498338222504)","[-1, 0]",-2.219924707218226,"(-1.0451176166534424, -0.06993382424116135, 0.017313282936811447, 0.008390939235687256, -0.014890455454587937, -8.363667875528337e-05, 2.2681076526641846, -0.11367498338222504)",False
378,"(-1.0451176166534424, -0.06993382424116135, 0.017313282936811447, 0.008390939235687256, -0.014890455454587937, -8.363667875528337e-05, 2.2681076526641846, -0.11367498338222504)","[0, 1]",-2.0915268279370443,"(-0.8872038722038269, -0.17594608664512634, 0.015304907225072384, 0.015791374444961547, -0.0106012262403965, -0.00020083757117390634, 2.2681076526641846, -0.10669366270303726)",False
379,"(-0.8872038722038269, -0.17594608664512634, 0.015304907225072384, 0.015791374444961547, -0.0106012262403965, -0.00020083757117390634, 2.2681076526641846, -0.10669366270303726)","[0, 0]",-2.0509155001578647,"(-0.7264418005943298, -0.2311302125453949, 0.013098001480102539, 0.016076207160949707, -0.005518412590026856, -0.0002206905744969845, 2.2681076526641846, -0.10669366270303726)",False
380,"(-0.7264418005943298, -0.2311302125453949, 0.013098001480102539, 0.016076207160949707, -0.005518412590026856, -0.0002206905744969845, 2.2681076526641846, -0.10669366270303726)","[-1, 1]",-2.1366450999834696,"(-0.6235097050666809, -0.25770336389541626, 0.011564822867512703, 0.010293209552764894, -0.0026573151350021366, -0.00015331786125898363, 2.168107748031616, -0.09971234202384949)",False
381,"(-0.6235097050666809, -0.25770336389541626, 0.011564822867512703, 0.010293209552764894, -0.0026573151350021366, -0.00015331786125898363, 2.168107748031616, -0.09971234202384949)","[0, 1]",-2.04989853724672,"(-0.5803439021110535, -0.29347559809684753, 0.010789758525788784, 0.004316580295562744, -0.003577223420143128, -7.75064341723919e-05, 2.168107748031616, -0.09273102134466171)",False
382,"(-0.5803439021110535, -0.29347559809684753, 0.010789758525788784, 0.004316580295562744, -0.003577223420143128, -7.75064341723919e-05, 2.168107748031616, -0.09273102134466171)","[-1, 0]",-2.0016588384842744,"(-0.536303699016571, -0.36118996143341064, 0.009976000525057316, 0.004404020309448242, -0.006771436333656311, -8.137580007314683e-05, 2.068107843399048, -0.09273102134466171)",False
383,"(-0.536303699016571, -0.36118996143341064, 0.009976000525057316, 0.004404020309448242, -0.006771436333656311, -8.137580007314683e-05, 2.068107843399048, -0.09273102134466171)","[0, -1]",-1.911648461845065,"(-0.4185342788696289, -0.44889000058174133, 0.008115933276712894, 0.011776942014694215, -0.008770003914833069, -0.00018600672483444215, 2.068107843399048, -0.09971234202384949)",False
384,"(-0.4185342788696289, -0.44889000058174133, 0.008115933276712894, 0.011776942014694215, -0.008770003914833069, -0.00018600672483444215, 2.068107843399048, -0.09971234202384949)","[0, 0]",-2.014181002576962,"(-0.2022997885942459, -0.52015221118927, 0.0048379600048065186, 0.0216234490275383, -0.007126221060752869, -0.0003277973271906376, 2.068107843399048, -0.09971234202384949)",False
385,"(-0.2022997885942459, -0.52015221118927, 0.0048379600048065186, 0.0216234490275383, -0.007126221060752869, -0.0003277973271906376, 2.068107843399048, -0.09971234202384949)","[1, -1]",-2.1501802326058574,"(0.07429951429367065, -0.5438593029975891, 0.0006476621492765844, 0.027659930288791656, -0.0023707091808319093, -0.00041902978555299344, 2.168107748031616, -0.10669366270303726)",False
386,"(0.07429951429367065, -0.5438593029975891, 0.0006476621492765844, 0.027659930288791656, -0.0023707091808319093, -0.00041902978555299344, 2.168107748031616, -0.10669366270303726)","[-1, -1]",-2.5022696593374203,"(0.3496131896972656, -0.5141853094100952, -0.0035907381679862738, 0.027531367540359498, 0.00296739935874939, -0.00042384003172628586, 2.068107843399048, -0.11367498338222504)",False
387,"(0.3496131896972656, -0.5141853094100952, -0.0035907381679862738, 0.027531367540359498, 0.00296739935874939, -0.00042384003172628586, 2.068107843399048, -0.11367498338222504)","[0, 0]",-2.699273799577901,"(0.5851597785949707, -0.4440597891807556, -0.007310118991881609, 0.02355465888977051, 0.00701255202293396, -0.00037193808238953355, 2.068107843399048, -0.11367498338222504)",False
388,"(0.5851597785949707, -0.4440597891807556, -0.007310118991881609, 0.02355465888977051, 0.00701255202293396, -0.00037193808238953355, 2.068107843399048, -0.11367498338222504)","[-1, -1]",-2.9239743440939883,"(0.7720584869384766, -0.34525516629219055, -0.010356243699789047, 0.018689870834350586, 0.009880462288856508, -0.00030461247079074385, 1.96810781955719, -0.12065630406141281)",False
389,"(0.7720584869384766, -0.34525516629219055, -0.010356243699789047, 0.018689870834350586, 0.009880462288856508, -0.00030461247079074385, 1.96810781955719, -0.12065630406141281)","[1, -1]",-3.094743374699002,"(0.9017177224159241, -0.22086317837238312, -0.01259294431656599, 0.012965923547744751, 0.012439198791980743, -0.00022367006167769434, 2.068107843399048, -0.12763762474060059)",False
390,"(0.9017177224159241, -0.22086317837238312, -0.01259294431656599, 0.012965923547744751, 0.012439198791980743, -0.00022367006167769434, 2.068107843399048, -0.12763762474060059)","[-1, -1]",-3.417206781291084,"(0.9477710723876953, -0.07728421688079834, -0.013637330383062363, 0.004605334997177124, 0.01435789614915848, -0.00010443860664963723, 1.96810781955719, -0.13461893796920776)",False
391,"(0.9477710723876953, -0.07728421688079834, -0.013637330383062363, 0.004605334997177124, 0.01435789614915848, -0.00010443860664963723, 1.96810781955719, -0.13461893796920776)","[0, -1]",-3.5277452506052414,"(0.8881730437278748, 0.0634804368019104, -0.013149801641702652, -0.005959802865982056, 0.014076465368270875, 4.875287413597107e-05, 1.96810781955719, -0.14160025119781494)",False
392,"(0.8881730437278748, 0.0634804368019104, -0.013149801641702652, -0.005959802865982056, 0.014076465368270875, 4.875287413597107e-05, 1.96810781955719, -0.14160025119781494)","[1, 0]",-3.65597826936645,"(0.7412034273147583, 0.17173519730567932, -0.011342396028339863, -0.014696961641311646, 0.010825476050376892, 0.00018074056133627893, 2.068107843399048, -0.14160025119781494)",False
393,"(0.7412034273147583, 0.17173519730567932, -0.011342396028339863, -0.014696961641311646, 0.010825476050376892, 0.00018074056133627893, 2.068107843399048, -0.14160025119781494)","[1, -1]",-3.7110775996027634,"(0.5661677718162537, 0.2331038862466812, -0.00901818461716175, -0.017503565549850466, 0.00613686889410019, 0.00023242114111781122, 2.168107748031616, -0.14858156442642212)",False
394,"(0.5661677718162537, 0.2331038862466812, -0.00901818461716175, -0.017503565549850466, 0.00613686889410019, 0.00023242114111781122, 2.168107748031616, -0.14858156442642212)","[0, 0]",-3.790795967538135,"(0.4189448356628418, 0.2606726884841919, -0.006971814204007387, -0.014722293615341187, 0.002756880223751068, 0.00020463704131543637, 2.168107748031616, -0.14858156442642212)",False
395,"(0.4189448356628418, 0.2606726884841919, -0.006971814204007387, -0.014722293615341187, 0.002756880223751068, 0.00020463704131543637, 2.168107748031616, -0.14858156442642212)","[-1, -1]",-3.7126120461139105,"(0.3075072169303894, 0.28053659200668335, -0.005354982800781727, -0.01114376187324524, 0.0019863903522491454, 0.00016168314032256604, 2.068107843399048, -0.1555628776550293)",False
